ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5246	11:27:12.837	1.39747E+15																17		Fixation	366	1507	1359	315	688	693	745	622	716	657	1508	1356	193,35	99,91	209,18	119,96	201,27	109,94	203,35	294,57	533,28	269,67	292,25	531,41					615,65	615,65	3,36	3,58	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5263	11:27:12.854	1.39747E+15																17		Fixation	366	1507	1359	316	686	687	745	629	715	658	1507	1357	192,86	101,51	209,30	117,86	201,08	109,69	203,34	294,51	533,17	269,67	292,30	531,44					615,53	615,53	3,35	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5280	11:27:12.871	1.39747E+15																17		Fixation	366	1507	1359	317	682	694	745	628	713	661	1505	1360	191,68	99,56	209,31	118,12	200,49	108,84	203,33	294,54	533,17	269,65	292,33	531,44					615,54	615,54	3,35	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5296	11:27:12.887	1.39747E+15																17		Fixation	366	1507	1359	318	679	692	748	638	713	665	1505	1364	190,68	100,20	210,23	115,33	200,46	107,77	203,33	294,54	533,15	269,65	292,39	531,51					615,53	615,53	3,34	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5313	11:27:12.904	1.39747E+15																17		Fixation	366	1507	1359	319	685	685	747	635	716	660	1508	1359	192,44	102,20	209,97	116,17	201,21	109,18	203,32	294,56	533,17	269,64	292,43	531,56					615,55	615,55	3,34	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5330	11:27:12.921	1.39747E+15																17		Fixation	366	1507	1359	320	678	686	747	641	712	663	1504	1362	190,62	101,83	209,77	114,66	200,20	108,24	203,31	294,60	533,22	269,64	292,44	531,55					615,62	615,62	3,33	3,60	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5346	11:27:12.937	1.39747E+15																17		Fixation	366	1507	1359	321	683	687	748	629	715	658	1507	1357	191,86	101,69	210,08	117,79	200,97	109,74	203,32	294,61	533,20	269,63	292,46	531,55					615,61	615,61	3,36	3,57	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5363	11:27:12.954	1.39747E+15																17		Fixation	366	1507	1359	322	681	684	749	637	715	660	1507	1359	191,26	102,61	210,56	115,57	200,91	109,09	203,31	294,58	533,15	269,63	292,52	531,62					615,55	615,55	3,37	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5380	11:27:12.970	1.39747E+15																17		Fixation	366	1507	1359	323	585	726	653	655	619	690	1411	1389	164,26	90,81	183,36	110,49	173,81	100,65	203,05	294,76	533,43	269,33	292,38	531,43					615,89	615,89	3,35	3,57	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5396	11:27:12.987	1.39747E+15																18		Fixation	283	1360	1402	324	533	732	590	682	561	707	1353	1406	149,88	89,05	165,78	103,11	157,83	96,08	202,87	294,74	533,42	269,15	292,47	531,52					615,89	615,89	3,33	3,57	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5413	11:27:13.004	1.39747E+15																18		Fixation	283	1360	1402	325	550	734	591	682	570	708	1362	1407	154,50	88,45	165,92	103,10	160,21	95,77	202,84	294,83	533,55	269,13	292,46	531,52					616,04	616,04	3,33	3,55	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5430	11:27:13.020	1.39747E+15																18		Fixation	283	1360	1402	326	550	740	592	681	571	710	1363	1409	154,65	86,90	166,28	103,18	160,46	95,04	202,78	294,96	533,76	269,11	292,44	531,50					616,29	616,29	3,36	3,55	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5446	11:27:13.037	1.39747E+15																18		Fixation	283	1360	1402	327	543	731	593	678	568	704	1360	1403	152,69	89,43	166,68	104,17	159,68	96,80	202,76	294,88	533,63	269,09	292,47	531,53					616,14	616,14	3,31	3,54	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5463	11:27:13.054	1.39747E+15																18		Fixation	283	1360	1402	328	539	729	593	682	566	705	1358	1404	151,55	89,98	166,61	103,10	159,08	96,54	202,75	294,70	533,36	269,05	292,44	531,48					615,82	615,82	3,30	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5480	11:27:13.070	1.39747E+15																18		Fixation	283	1360	1402	329	546	739	595	669	570	704	1362	1403	153,28	87,06	167,05	106,77	160,16	96,92	202,69	294,74	533,43	269,00	292,36	531,37					615,90	615,90	3,33	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5496	11:27:13.087	1.39747E+15																18		Fixation	283	1360	1402	330	543	733	594	680	568	706	1360	1405	152,51	88,90	166,83	103,56	159,67	96,23	202,61	294,91	533,73	268,96	292,39	531,39					616,25	616,25	3,31	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5513	11:27:13.104	1.39747E+15																18		Fixation	283	1360	1402	331	536	724	591	682	563	703	1355	1402	150,47	91,16	166,01	103,15	158,24	97,16	202,58	294,72	533,45	268,91	292,39	531,39					615,92	615,92	3,27	3,51	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5530	11:27:13.120	1.39747E+15																18		Fixation	283	1360	1402	332	542	731	594	677	568	704	1360	1403	152,17	89,37	166,85	104,53	159,51	96,95	202,53	294,67	533,39	268,85	292,41	531,40					615,84	615,84	3,30	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5546	11:27:13.137	1.39747E+15																18		Fixation	283	1360	1402	333	539	719	591	669	565	694	1357	1393	151,50	92,77	165,93	106,59	158,71	99,68	202,44	294,89	533,76	268,79	292,36	531,30					616,27	616,27	3,28	3,51	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5563	11:27:13.154	1.39747E+15																18		Fixation	283	1360	1402	334	545	723	587	674	566	698	1358	1397	153,14	91,58	164,79	105,33	158,96	98,45	202,42	294,60	533,33	268,75	292,37	531,33					615,76	615,76	3,27	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5579	11:27:13.170	1.39747E+15																18		Fixation	283	1360	1402	335	547	727	591	671	569	699	1361	1398	153,57	90,44	166,12	106,06	159,85	98,25	202,38	294,59	533,33	268,70	292,33	531,27					615,76	615,76	3,29	3,48	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5596	11:27:13.187	1.39747E+15																18		Fixation	283	1360	1402	336	540	732	596	674	568	703	1360	1402	151,73	89,14	167,51	105,36	159,62	97,25	202,33	294,72	533,54	268,66	292,31	531,23					616,00	616,00	3,30	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5613	11:27:13.204	1.39747E+15																18		Fixation	283	1360	1402	337	543	720	595	679	569	699	1361	1398	152,63	92,26	167,07	103,87	159,85	98,07	202,28	294,83	533,68	268,64	292,30	531,21					616,19	616,19	3,29	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5629	11:27:13.220	1.39747E+15																18		Fixation	283	1360	1402	338	539	730	592	672	565	701	1357	1400	151,48	89,68	166,23	105,79	158,86	97,73	202,26	294,76	533,54	268,63	292,33	531,25					616,03	616,03	3,29	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5646	11:27:13.237	1.39747E+15																18		Fixation	283	1360	1402	339	545	722	594	655	569	688	1361	1387	153,14	91,90	167,02	110,57	160,08	101,24	202,24	294,78	533,43	268,63	292,50	531,42					615,95	615,95	3,29	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5663	11:27:13.254	1.39747E+15																18		Fixation	283	1360	1402	340	528	476	630	421	579	448	1371	1147	148,36	160,77	177,13	176,09	162,74	168,43	202,35	295,24	533,45	268,56	293,27	531,87					616,21	616,21	3,31	3,53	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5679	11:27:13.270	1.39747E+15																19		Fixation	366	1385	1053	341	538	356	649	336	593	346	1385	1045	151,23	194,26	182,39	200,05	166,81	197,16	202,42	295,59	533,44	268,46	293,57	531,60					616,39	616,39	3,28	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5696	11:27:13.287	1.39747E+15																19		Fixation	366	1385	1053	342	542	372	639	343	590	357	1382	1056	152,34	189,97	179,52	197,82	165,93	193,90	202,34	295,47	533,30	268,46	293,73	531,91					616,20	616,20	3,30	3,54	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5713	11:27:13.304	1.39747E+15																19		Fixation	366	1385	1053	343	549	359	635	330	592	344	1384	1043	154,33	193,44	178,49	201,68	166,41	197,56	202,27	295,48	533,36	268,41	293,77	531,96					616,26	616,26	3,30	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5729	11:27:13.320	1.39747E+15																19		Fixation	366	1385	1053	344	548	374	636	343	592	358	1384	1057	154,02	189,17	178,77	198,00	166,39	193,58	202,19	295,52	533,40	268,36	293,75	531,92					616,33	616,33	3,30	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5746	11:27:13.337	1.39747E+15																19		Fixation	366	1385	1053	345	544	362	634	345	589	353	1381	1052	152,76	192,77	178,03	197,50	165,39	195,13	202,11	295,48	533,37	268,29	293,72	531,84					616,29	616,29	3,29	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5763	11:27:13.354	1.39747E+15																19		Fixation	366	1385	1053	346	553	368	631	340	592	354	1384	1053	155,24	190,87	177,40	198,83	166,32	194,85	202,03	295,50	533,40	268,25	293,76	531,90					616,32	616,32	3,28	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5779	11:27:13.370	1.39747E+15																19		Fixation	366	1385	1053	347	551	363	635	345	593	354	1385	1053	154,86	192,26	178,28	197,53	166,57	194,89	201,95	295,61	533,60	268,21	293,77	531,92					616,56	616,56	3,30	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5796	11:27:13.387	1.39747E+15																19		Fixation	366	1385	1053	348	550	367	640	348	595	357	1387	1056	154,63	191,20	179,83	196,69	167,23	193,95	201,92	295,47	533,42	268,15	293,69	531,80					616,33	616,33	3,26	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5813	11:27:13.404	1.39747E+15																19		Fixation	366	1385	1053	349	551	362	635	349	593	355	1385	1054	154,74	192,65	178,36	196,21	166,55	194,43	201,85	295,54	533,58	268,12	293,75	531,90					616,51	616,51	3,30	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5829	11:27:13.420	1.39747E+15																19		Fixation	366	1385	1053	350	560	370	632	348	596	359	1388	1058	157,40	190,30	177,50	196,68	167,45	193,49	201,79	295,63	533,75	268,09	293,78	531,95					616,71	616,71	3,29	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5846	11:27:13.437	1.39747E+15																19		Fixation	366	1385	1053	351	555	362	631	349	593	355	1385	1054	155,83	192,70	177,28	196,19	166,56	194,45	201,77	295,63	533,76	268,08	293,82	532,05					616,71	616,71	3,27	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5863	11:27:13.454	1.39747E+15																19		Fixation	366	1385	1053	352	550	359	636	346	593	352	1385	1051	154,39	193,35	178,76	197,15	166,58	195,25	201,76	295,61	533,73	268,06	293,82	532,06					616,68	616,68	3,29	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5879	11:27:13.470	1.39747E+15																19		Fixation	366	1385	1053	353	547	368	635	345	591	356	1383	1055	153,59	190,84	178,42	197,47	166,01	194,15	201,75	295,61	533,73	268,06	293,82	532,09					616,68	616,68	3,28	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5896	11:27:13.487	1.39747E+15																19		Fixation	366	1385	1053	354	550	364	630	342	590	353	1382	1052	154,58	192,12	177,11	198,28	165,85	195,20	201,75	295,62	533,76	268,06	293,85	532,15					616,70	616,70	3,29	3,51	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5913	11:27:13.503	1.39747E+15																19		Fixation	366	1385	1053	355	549	360	637	342	593	351	1385	1050	154,28	193,20	179,08	198,28	166,68	195,74	201,74	295,64	533,80	268,05	293,85	532,18					616,75	616,75	3,29	3,51	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5929	11:27:13.520	1.39747E+15																19		Fixation	366	1385	1053	356	553	364	627	339	590	351	1382	1050	155,45	191,98	176,22	199,06	165,84	195,52	201,73	295,65	533,82	268,05	293,86	532,19					616,78	616,78	3,29	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5946	11:27:13.537	1.39747E+15																19		Fixation	366	1385	1053	357	558	363	634	342	596	352	1388	1051	156,83	192,48	178,04	198,35	167,44	195,42	201,72	295,63	533,80	268,04	293,86	532,19					616,75	616,75	3,28	3,47	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5963	11:27:13.553	1.39747E+15																19		Fixation	366	1385	1053	358	556	358	626	340	591	349	1383	1048	156,13	193,83	175,92	198,72	166,02	196,27	201,70	295,67	533,86	268,03	293,88	532,23					616,82	616,82	3,26	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5979	11:27:13.570	1.39747E+15																19		Fixation	366	1385	1053	359	560	366	631	349	595	357	1387	1056	157,33	191,62	177,30	196,26	167,32	193,94	201,69	295,71	533,91	268,00	293,88	532,17					616,89	616,89	3,27	3,46	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									5996	11:27:13.587	1.39747E+15																19		Fixation	366	1385	1053	360	559	357	634	348	596	352	1388	1051	157,00	194,10	178,09	196,47	167,55	195,28	201,66	295,78	533,99	267,99	293,92	532,21					616,99	616,99	3,24	3,46	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6013	11:27:13.603	1.39747E+15																19		Fixation	366	1385	1053	361	563	368	635	349	599	358	1391	1057	158,22	191,01	178,34	196,24	168,28	193,63	201,63	295,83	534,02	267,97	293,96	532,24					617,05	617,05	3,26	3,43	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6029	11:27:13.620	1.39747E+15																19		Fixation	366	1385	1053	362	568	400	627	369	597	384	1389	1083	159,61	181,97	176,12	190,76	167,87	186,37	201,67	295,63	533,88	267,95	293,84	532,30					616,82	616,82	3,23	3,42	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6046	11:27:13.637	1.39747E+15																20		Fixation	233	1389	1135	363	555	466	630	410	592	438	1384	1137	155,94	163,49	176,87	179,12	166,40	171,31	201,68	295,59	533,92	267,87	293,46	531,94					616,83	616,83	3,21	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6063	11:27:13.653	1.39747E+15																20		Fixation	233	1389	1135	364	561	463	633	405	597	434	1389	1133	157,53	164,35	177,93	180,49	167,73	172,42	201,65	295,61	533,92	267,89	293,54	532,02					616,84	616,84	3,20	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6079	11:27:13.670	1.39747E+15																20		Fixation	233	1389	1135	365	563	454	632	417	597	435	1389	1134	158,16	166,88	177,63	177,24	167,90	172,06	201,64	295,65	533,96	267,88	293,52	531,97					616,90	616,90	3,18	3,42	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6096	11:27:13.687	1.39747E+15																20		Fixation	233	1389	1135	366	557	463	630	409	593	436	1385	1135	156,56	164,40	176,92	179,48	166,74	171,94	201,63	295,59	533,80	267,88	293,53	531,95					616,73	616,73	3,19	3,39	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6112	11:27:13.703	1.39747E+15																20		Fixation	233	1389	1135	367	565	460	628	409	596	434	1388	1133	158,66	165,14	176,48	179,45	167,57	172,30	201,61	295,64	533,84	267,88	293,52	531,92					616,80	616,80	3,18	3,38	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6129	11:27:13.720	1.39747E+15																20		Fixation	233	1389	1135	368	563	461	634	412	598	436	1390	1135	158,20	165,03	178,01	178,66	168,10	171,85	201,60	295,63	533,80	267,87	293,51	531,91					616,75	616,75	3,17	3,39	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6146	11:27:13.737	1.39747E+15																20		Fixation	233	1389	1135	369	563	461	628	413	595	437	1387	1136	158,07	165,06	176,40	178,49	167,23	171,77	201,59	295,62	533,78	267,86	293,50	531,88					616,73	616,73	3,18	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6162	11:27:13.753	1.39747E+15																20		Fixation	233	1389	1135	370	566	469	629	409	597	439	1389	1138	159,08	162,60	176,69	179,40	167,89	171,00	201,56	295,58	533,72	267,82	293,39	531,68					616,66	616,66	3,17	3,38	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6179	11:27:13.770	1.39747E+15																20		Fixation	233	1389	1135	371	562	468	630	421	596	444	1388	1143	157,81	163,05	176,86	176,07	167,34	169,56	201,53	295,58	533,72	267,80	293,37	531,63					616,66	616,66	3,17	3,39	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6196	11:27:13.787	1.39747E+15																20		Fixation	233	1389	1135	372	561	457	630	423	595	440	1387	1139	157,70	165,92	176,89	175,53	167,30	170,72	201,50	295,51	533,61	267,77	293,38	531,63					616,54	616,54	3,16	3,40	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6212	11:27:13.803	1.39747E+15																20		Fixation	233	1389	1135	373	566	462	629	422	597	442	1389	1141	159,12	164,66	176,85	175,82	167,99	170,24	201,45	295,59	533,72	267,74	293,42	531,66					616,67	616,67	3,18	3,42	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6229	11:27:13.820	1.39747E+15																20		Fixation	233	1389	1135	374	562	460	627	429	594	444	1386	1143	158,01	165,07	176,07	173,96	167,04	169,51	201,42	295,50	533,57	267,71	293,39	531,59					616,50	616,50	3,19	3,42	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6246	11:27:13.837	1.39747E+15																20		Fixation	233	1389	1135	375	600	436	654	405	627	420	1419	1119	168,67	171,94	183,61	180,72	176,14	176,33	201,51	295,35	533,29	267,81	293,41	531,54					616,19	616,19	3,22	3,43	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6262	11:27:13.853	1.39747E+15																20		Fixation	233	1389	1135	376	696	384	769	374	732	379	1524	1078	195,46	186,35	215,98	189,25	205,72	187,80	201,77	295,85	533,85	268,03	293,04	530,69					616,91	616,91	3,22	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6279	11:27:13.870	1.39747E+15																21		Fixation	650	1614	1068	377	803	375	855	351	829	363	1621	1062	225,64	189,04	240,30	195,68	232,97	192,36	201,96	296,06	534,12	268,21	292,80	530,26					617,23	617,23	3,25	3,40	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6296	11:27:13.887	1.39747E+15																21		Fixation	650	1614	1068	378	802	369	843	361	822	365	1614	1064	225,42	190,73	236,74	192,94	231,08	191,83	201,94	295,93	533,93	268,17	292,69	530,04					617,00	617,00	3,26	3,43	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6312	11:27:13.903	1.39747E+15																21		Fixation	650	1614	1068	379	809	371	842	361	825	366	1617	1065	227,35	190,11	236,65	192,99	232,00	191,55	201,92	295,92	533,87	268,17	292,69	530,01					616,95	616,95	3,25	3,43	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6329	11:27:13.920	1.39747E+15																21		Fixation	650	1614	1068	380	803	378	844	361	823	369	1615	1068	225,72	188,13	237,19	192,97	231,46	190,55	201,90	295,96	533,91	268,18	292,68	530,00					617,01	617,01	3,27	3,43	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									6346	11:27:13.937	1.39747E+15																21		Fixation	650	1614	1068	381	810	369	847	367	828	368	1620	1067	227,44	190,68	237,85	191,37	232,65	191,02	201,89	295,84	533,71	268,19	292,67	529,98					616,78	616,78	3,27	3,44	0	0			
